,sentence,sentence ID,paragraphID
1714,nitrate be what the plant can then absorb.,3,661
1715,assimilation be how plant get nitrogen.,4,661
1716,"they absorb nitrate from the soil into they root. then the nitrogen get use in amino acid, nucleic acid, and chlorophyll.",5,661
1717,Ammonification be part of the decaying process.,6,661
1718,"when a plant or animal die, decomposer like fungi and bacteria turn the nitrogen back into ammonium so it can reenter the nitrogen cycle.",7,661
1719,denitrification be when extra nitrogen in the soil get put back out into the air.,8,661
1720,there be special bacteria that perform this task a well.,9,661
1721,boil salt water.,1,665
1722,the water will turn into water vapor.,2,665
1723,collect the water vapor.,3,665
1724,allow the water vapor to cool.,4,665
1725,the water vapor will turn into liquid water.,5,665
1726,the salt will be separate from the water.,6,665
1727,Water be heat.,1,666
1728,the heat water evaporate.,2,666
1729,the salt be leave behind.,3,666
1730,the evaporate water condense on a cold surface.,4,666
1731,the evaporate water be collect.,5,666
1732,the process be repeat.,6,666
1733,more salt be remove from the water.,7,666
1734,solution cave be form in limestone and similar rock by the action of water.,1,667
1735,"after a rain, water seep into crack and pore of soil and rock.",2,667
1736,the water percolate beneath the land surface.,3,667
1737,some of the water reach a zone where all the crack and pore in the rock be already fill with water.,4,667
1738,rainwater absorb some carbon dioxide a it pas through the atmosphere and even more a it drain through soil and decay vegetation.,5,667
1739,the water combine chemically with the carbon dioxide.,6,667
1740,a weak carbonic acid solution be form.,7,667
1741,"this acid slowly dissolve calcite, form solution cavity, and excavate passageway.",8,667
1742,a liquid be heat from a external source.,1,671
1743,the heat cause the molecule in the liquid to increase in energy.,2,671
1744,"a the molecule absorb more energy, they start to move faster.",3,671
1745,a the molecule be move faster they be increase in temperature.,4,671
1746,"when the molecule reach a certain temperature, the boiling point, they change from liquid to gas state.",5,671
1747,"a the liquid molecule go into a gaseous state, they float out into the atmosphere.",6,671
1748,"when all the liquid have turn to gas, it have evaporate completely, leave no liquid behind.",7,671
1749,a organism die.,1,674
1750,Water seep into the remains.,2,674
1751,mineral dissolve in the water form crystal.,3,674
1752,crystalize mineral cause the remains to hard.,4,674
1753,the mineral form a fossil.,5,674
1754,animal and plant die in soft soil or mud.,1,675
1755,sediment build up over the remains.,2,675
1756,"the remains decompose, leave only trace amount.",3,675
1757,the remain part over the year be replace with mineral.,4,675
1758,a fossil be form.,5,675
1759,a plant die.,1,676
1760,the remains of the plant be bury very fast in sediment.,2,676
1761,the soft part of the plant decay.,3,676
1762,the hard part of the plant be replace with mineral.,4,676
1763,the sediment turn into rock.,5,676
1764,the rock erode.,6,676
1765,the fossil appear on the surface of the ground.,7,676
1766,the animal eat large quantity of food that will be store a fat.,1,681
1767,Winter come and the animal find a place to hibernate.,2,681
1768,"over a period of day, the animal 's heart rate and breathing rate drop slowly.",3,681
1769,"electrical activity in the brain almost cease completely, though some area remain active.",4,681
1770,the animal have enter hibernation mode.,5,681
1771,the body 's temperature increase over 98.6 degree F.,1,683
1772,the hypothalamus in the brain send a message to the body.,2,683
1773,sweat gland in the skin receive the message.,3,683
1774,the sweat gland start combine water and chemical to make sweat.,4,683
1775,the sweat leave the skin through pore.,5,683
1776,carbon dioxide pas through stoma in the leave.,1,686
1777,Water be absorb through root.,2,686
1778,chloroplast cell in leave contain chlorophyll.,3,686
1779,chlorophyll absorb energy from sunlight.,4,686
1780,energy split water molecule into hydrogen and oxygen.,5,686
1781,oxygen get release into atmosphere.,6,686
1782,hydrogen and carbon dioxide use to create glucose.,7,686
1783,glucose be food for plant.,8,686
1784,carbon dioxide from the air pas through small pore ( hole ) in the leave. these pore be call stoma.,1,687
1785,Water be absorb by the root and pas through vessel in the stem on it way to the leave.,2,687
1786,chlorophyll absorb the sun 's energy.,3,687
1787,it be this energy that be use to split water molecule into hydrogen and oxygen.,4,687
1788,oxygen be release from the leave into the atmosphere.,5,687
1789,hydrogen and carbon dioxide be use to form glucose or food for plant.,6,687
1790,seed be sow into the ground.,1,689
1791,the earth where the seed be plant be give water and fertilizer.,2,689
1792,the seed start to grow and become seedling.,3,689
1793,the plant be give water.,4,689
1794,the seedling grow into plant.,5,689
1795,weed grow near the plant be remove.,6,689
1796,the plant grow to maturity.,7,689
1797,the farmer choose a crop that will grow well in he region.,1,690
1798,the farmer till the soil to loose it.,2,690
1799,the farmer spread seed.,3,690
1800,the farmer till again to plant the seed.,4,690
1801,crop grow.,5,690
1802,one type of air pollution be the addition of carbon dioxide gas into the air.,1,693
1803,some scientist believe that release too much carbon dioxide into the atmosphere be one of the cause of global warming.,2,693
1804,this upset the balance of the carbon cycle.,3,693
1805,the ozone layer help protect we from harmful ray from the sun.,4,693
1806,it be get damage from air pollution such a methane gas from livestock and cfc from spray can.,5,693
1807,Acid rain be create when gas such a sulfur dioxide get high into the atmosphere.,6,693
1808,the wind can blow these gas for mile and then they get wash out of the air when it rain.,7,693
1809,this rain be call acid rain and can damage forest and kill fish.,8,693
1810,during evaporation the sun heat up water in river or lake or the ocean and turn it into vapor or steam.,1,695
1811,"the water vapor or steam leave the river, lake or ocean and go into the air.",2,695
1812,"Water vapor in the air get cold and change back into liquid, form cloud, which be call condensation.",3,695
1813,precipitation occur when so much water have condense that the air can not hold it anymore.,4,695
1814,"Water fall back to the earth in the form of rain, hail, sleet or snow.",5,695
1815,"when water end up on land, it will either soak into the earth and become part of the "" ground water "" for animal or plant to drink.",6,695
1816,"it may also run into the ocean, lake, or river where the cycle start again.",7,695
1817,air contain invisible moisture call water vapor.,1,696
1818,excess water vapor be condense out a water in the form of water droplet.,2,696
1819,Water droplet be carry up into the cloud.,3,696
1820,the cloud become heavy with water droplet.,4,696
1821,when the cloud be saturate.,5,696
1822,rain will fall.,6,696
1823,Water being to evaporate from body of water.,1,697
1824,the water condense into cloud.,2,697
1825,the cloud travel and accumulate more water.,3,697
1826,the cloud reach a point where they can not hold any more water.,4,697
1827,it begin to rain on area below the cloud.,5,697
1828,a can be throw away into a recycling bin.,1,698
1829,the can be take to a recycling center.,2,698
1830,melt down along with other can.,3,698
1831,the melt metal be turn into bar.,4,698
1832,become material for other product.,5,698
1833,the consumer throw aluminum can and foil into a recycle bin.,1,699
1834,the aluminum be collect.,2,699
1835,take to a treatment plant.,3,699
1836,the aluminum be sort and clean ready for reprocessing.,4,699
1837,the aluminum be re-melt.,5,699
1838,turn into molten aluminum.,6,699
1839,the aluminum be make into large block call ingot.,7,699
1840,the ingot be send to mill to be roll out.,8,699
1841,the roll out product be make into new aluminum product.,9,699
1842,the sun give off radiation.,1,701
1843,the radiation be aborb by the Earth.,2,701
1844,some of the radiation go back into space.,3,701
1845,some be trap by the atmosphere.,4,701
1846,if too much heat be trap.,5,701
1847,global warming occur.,6,701
1848,several type of gas form in the atmosphere.,1,702
1849,may come from different source.,2,702
1850,the gas remain trap in the atmosphere.,3,702
1851,through the sun light the gas hold in heat and energy.,4,702
1852,trap they in we atmosphere.,5,702
1853,the earth may become warmer this way.,6,702
1854,greenhouse gas be release into the air by human activity.,1,703
1855,the earth change energy from the sun into heat.,2,703
1856,heat rise from the ground.,3,703
1857,greenhouse gas molecule in the atmosphere prevent the heat from go into space.,4,703
1858,the temperature of the earth increase.,5,703
1859,the temperature continue to rise and melt the polar ice cap.,6,703
1860,the temperature rise even faster.,7,703
1861,you take some paper.,1,704
1862,the writing tool.,2,704
1863,you write a message describe what be on you mind.,3,704
1864,you put the letter into a envelope.,4,704
1865,you take the letter to the post office.,5,704
1866,send it to it recipient.,6,704
1867,you find a pen.,1,705
1868,you get a piece of paper.,2,705
1869,you write you letter.,3,705
1870,you put it in a envelope.,4,705
1871,you put the address on the front.,5,705
1872,you put a stamp on the front.,6,705
1873,you take it to the post office.,7,705
1874,you gather a writing utensil and a piece of paper.,1,706
1875,you use the writing utensil to compose you letter on the paper.,2,706
1876,you fold the paper.,3,706
1877,place it into a envelope.,4,706
1878,you write the address of the recipient on the outside of the envelope.,5,706
1879,you seal the envelope with moisture or tape.,6,706
1880,you apply a stamp to the outside of the envelope.,7,706
1881,you put the envelope in a mailbox for a letter carrier to collect.,8,706
1882,the letter carrier take the envelope to the correct address.,9,706
1883,rock be constantly wear down and break by erosion.,1,708
1884,erosion can be wind or water.,2,708
1885,erosion break they down to sediment.,3,708
1886,sediment get compress and heat or get bury.,4,708
1887,when sediment be bury it then get melt.,5,708
1888,when sediment be compress it become metamorphic rock.,6,708
1889,metamorphic rock get bury.,7,708
1890,bury metamorphic rock get melt.,8,708
1891,melt rock eventually cool.,9,708
1892,rock push back to the surface.,10,708
1893,Blood fill with waste flow into the kidney.,1,716
1894,the kidney be make up of filtering unit call nephron.,2,716
1895,the nephron in the kidney filter the blood.,3,716
1896,produce urine.,4,716
1897,the urine leave the kidney.,5,716
1898,the clean blood go back into the body.,6,716
1899,Sunlight enter the atmosphere.,1,720
1900,the light reach the ocean.,2,720
1901,the ocean be warm.,3,720
1902,Water evaporate.,4,720
1903,Water vapor accumulate in the air.,5,720
1904,"a it cool, water condense onto particle of dust in the air.",6,720
1905,"a enough water condense, cloud be form.",7,720
1906,Water vapor be in warm air.,1,721
1907,the warm air cool.,2,721
1908,the warm air expand.,3,721
1909,the water vapor in the air condense.,4,721
1910,the water vapor form water droplet or ice crystal.,5,721
1911,most fossil be form when a plant or animal die in a watery environment and be bury in mud and silt.,1,725
1912,Soft tissue quickly decompose leave the hard bone or shell behind.,2,725
1913,over time sediment build over the top and harden into rock.,3,725
1914,"a the encase bone decay, mineral seep in replace the organic material cell by cell in a process call "" petrification. "".",4,725
1915,alternatively the bone may completely decay leave a cast of the organism.,5,725
1916,he void leave behind may then fill with mineral make a stone replica of the organism.,6,725
1917,a animal live a happy life.,1,726
1918,the animal get very old.,2,726
1919,the animal die.,3,726
1920,the animal 's skeleton sink to the bottom of a ocean.,4,726
1921,the skeleton be bury by mud.,5,726
1922,more sand and mud fall on the skeleton.,6,726
1923,pressure increase on the skeleton from the weight of more mud.,7,726
1924,the sand and mud turn into rock.,8,726
1925,the skeleton dissolve in the water.,9,726
1926,a hole be preserve in rock that be the shape of the skeleton.,10,726
1927,a animal die.,1,727
1928,be be bury in a watery environment.,2,727
1929,the soft tissue quickly decompose.,3,727
1930,the bone be leave behind.,4,727
1931,"over time, mud and silt accumulate over the bone.",5,727
1932,mud and silt hard into rock.,6,727
1933,the bone slowly decay.,7,727
1934,mineral seep in.,8,727
1935,replace the organic material.,9,727
1936,you have a fossil.,10,727
1937,a stream or river must occur.,1,731
1938,"through erosion, the stream cut into the soil and bedrock.",2,731
1939,"through continuous erosion, a deep gash be cut through.",3,731
1940,after many year the river may dry up.,4,731
1941,a dry ravine be leave.,5,731
1942,animal may come across vegetation.,1,737
1943,the animal may consume or get seed stick in they fur.,2,737
1944,the animal travel some distance someplace else.,3,737
1945,the seed be drop or deposit off.,4,737
1946,the seed have a new place to proliferate and grow.,5,737
1947,a animal walk be by a plant.,1,739
1948,the animal get seed stick in they fur.,2,739
1949,the animal eat some fruit of the tree contain seed.,3,739
1950,the animal lose seed from the fur in other location.,4,739
1951,then eat seed be defecate out in other location.,5,739
1952,the bat send out sound wafe from they mouth or nose.,1,742
1953,the sound wafe hit a object.,2,742
1954,echo be produce.,3,742
1955,the echo return to the bat 's ear.,4,742
1956,the bat hear the echo.,5,742
1957,the bat can figure out where the object be locate.,6,742
1958,a bee land on the flower.,1,743
1959,they foot slip into little groove that hold pollen sac.,2,743
1960,"when the bee fly off, it carry off the pollen sac.",3,743
1961,the bee land on another plant.,4,743
1962,the pollen sac fall off and pollinate the plant.,5,743
1963,bee land on flower and eat the nectar of the plant.,1,744
1964,while on the flower pollen get on the bee 's fur.,2,744
1965,the bee fly to another area with other flower.,3,744
1966,the pollen be deposit in that area.,4,744
1967,a plant be able to reproduce.,5,744
1968,a bee visit a flower.,1,745
1969,the hair on the bee leg collect pollen.,2,745
1970,the bee move on to a different flower.,3,745
1971,some pollen fall off the bee.,4,745
1972,the flower be pollinate.,5,745
1973,some of the rock in the ground be make of limestone.,1,746
1974,over long period of time rain can hit the limestone.,2,746
1975,and cause a acidic reaction.,3,746
1976,the limestone will slowly disintegrate.,4,746
1977,a large gap with be where the limestone be.,5,746
1978,result in the cave.,6,746
1979,Water from the surface seep below the soil.,1,747
1980,the water come into contact with the rock below.,2,747
1981,the rock over the year carve through the rock.,3,747
1982,the space in the rock become larger and form into a cave.,4,747
1983,a more rather rush through the cave become a cavern.,5,747
1984,a engine must be power by gas or some fuel source.,1,758
1985,the fuel source will power a alternator.,2,758
1986,a alternator will convert mechanical energy in to measurable electrical energy.,3,758
1987,electrical energy will be channel and move.,4,758
1988,the electron will run through to the outlet of the generator.,5,758
1989,"when you plug something in to the outlet of the generator, a flow of current will conduct electron.",6,758
1990,green be a color that gather sunlight easily.,1,769
1991,Sunlight be gather by the leave of the plant.,2,769
1992,the sunlight be break down into glucose through photosynthesis.,3,769
1993,the glucose travel the plant.,4,769
1994,the plant use that glucose a energy to grow.,5,769
1995,you breathe air in.,1,770
1996,Air enter bronchial tube.,2,770
1997,Air be then split into the bronchiole of each lung.,3,770
1998,bronchiole have alveolus which be tiny air sac.,4,770
1999,alveolus be surround by many small blood vessel.,5,770
2000,oxygen pas through alveolus into blood vessel.,6,770
2001,Blood leave the lung a it travel through the body.,7,770
2002,Blood carry carbon dioxide back to the lung.,8,770
2003,carbon dioxide release when you exhale.,9,770
2004,Air be take into the body via the nose or mouth.,1,771
2005,the air travel into the windpipe.,2,771
2006,the windpipe divide the air to the two lung via the bronchial tube.,3,771
2007,the lung oxygenate the blood in the body.,4,771
2008,carbon dioxide be filter out by every cell in the body.,5,771
2009,the carbon dioxide be carry back to the lung via the bloodstream.,6,771
2010,the carbon dioxide be exhale.,7,771
2011,Air be draw in through the mouth.,1,772
2012,the air go down the esophagus.,2,772
2013,the air move into the lung.,3,772
2014,the carbon dioxide be remove.,4,772
2015,the remain oxygen enter the body.,5,772
2016,the remain carbon dioxide be expel through the mouth.,6,772
2017,Magma cool inside the crust.,1,773
2018,Magma crystalize.,2,773
2019,lava cool on the surface.,3,773
2020,lava crystalize.,4,773
2021,mineral dissolve in water crystlize.,5,773
2022,there be place inside Earth where rock will melt.,1,775
2023,"melt rock inside the Earth be also call molten rock, or magma.",2,775
2024,"Magma move up through Earth 's crust, but it do not always reach the surface.",3,775
2025,"when magma erupt onto Earth 's surface, it be know a lava.",4,775
2026,a lava flow from volcanoe it start to cool.,5,775
2027,mineral form when magma and lava cool.,6,775
2028,plant absorb water from the ground through they root system.,1,779
2029,"use sunlight, the plant separate the hydrogen and oxygen molecule through the process of photosynthesis.",2,779
2030,the plant release the oxygen into the atmosphere.,3,779
2031,combine the hydrogen with carbon dioxide to create a intermediate.,4,779
2032,the intermediate be use to produce glucose which be the plant 's food.,5,779
2033,plant create light weight seed.,1,782
2034,the wind be able to blow the seed off of the plant.,2,782
2035,the wind carry the seed through the air to other area.,3,782
2036,the seed get catch in the fur of animal.,4,782
2037,the animal move and lay down on the ground.,5,782
2038,the seed get deposit on the ground.,6,782
2039,the seed become plant.,7,782
2040,plant produce fruit which contain seed of the plant.,1,783
2041,a animal eat the fruit from a plant.,2,783
2042,the animal digest the fruit.,3,783
2043,the seed be not digest.,4,783
2044,the seed pas through the animal 's digestive system.,5,783
2045,the seed be in the animal 's dropping.,6,783
2046,the seed be now in another location and can grow.,7,783
2047,a plant produce a fruit with seed in it.,1,784
2048,a animal eat the fruit.,2,784
2049,the animal wander to another area.,3,784
2050,the animal defecate.,4,784
2051,the seed be include in the waste.,5,784
2052,the seed produce a new plant.,6,784
2053,photovoltaic cell be solar cell.,1,791
2054,photovoltaic cell be make from silicon.,2,791
2055,Sun shine on the solar cell which generate DC electricity.,3,791
2056,electricity be feed into a inverter to change it to AC electricity.,4,791
2057,electricity be then send into the home to be use.,5,791
2058,extra electricity can be send to the main power grid for other.,6,791
2059,Air enter the lung through bronchial tube.,1,794
2060,air enter bronchiole.,2,794
2061,bronchiole have tiny air sac call alveolus.,3,794
2062,alveolus surround by small blood vessel.,4,794
2063,oxygen absorb by small blood vessel.,5,794
2064,vessel deliver oxygen to every cell in the body.,6,794
2065,Blood bring carbon dioxide back to lung.,7,794
2066,carbon dioxide release when you exhale.,8,794
2067,you breathe in.,1,795
2068,"air go through all the little branch in you lung to fill up the air sac, or alveolus.",2,795
2069,oxygen go through the wall of the alveolus and into the capillary.,3,795
2070,the oxygen go into the bloodstream.,4,795
2071,oxygen be leave and carbon dioxide be pick up.,5,795
2072,you breathe it out through you lung.,6,795
2073,Air be bring in through the mouth.,1,796
2074,pas through the lung.,2,796
2075,and into the bronchial tissue.,3,796
2076,the carbon dioxide be remove.,4,796
2077,the lung bring the oxygen to the rest of the body.,5,796
2078,get a ice cube tray.,1,807
2079,fill the tray with cool water.,2,807
2080,place the tray in the freezer.,3,807
2081,leave the tray in the freezer for a few hour.,4,807
2082,take they tray out of the freezer.,5,807
2083,pop the ice cube out of tray.,6,807
2084,you find a empty ice cube tray.,1,808
2085,you fill the tray with warm water.,2,808
2086,"you carefully place the tray on a even surface in a freezer that be at least 32 degree Farhenheit, the freezing point of water.",3,808
2087,the water begin to get colder until it start to freeze solid.,4,808
2088,"the water expand a it freeze, one of the few liquid that have greater volume a a solid.",5,808
2089,"because you use warm water, the gas in the water have evaporate out, so you will have nice clear ice cube without crack from the trap gas.",6,808
2090,energy be store in a battery.,1,817
2091,the energy be release from the battery a electrical current.,2,817
2092,the electrical current go to a motor.,3,817
2093,the motor make the needle of the sewing machine go up and down.,4,817
2094,the needle be press through the piece of clothing at a constant rate.,5,817
2095,thread be attach and use to stitch the clothing.,6,817
2096,Coal be burn at a furnace.,1,821
2097,the result heat energy be use to heat water.,2,821
2098,the heat water be turn into steam.,3,821
2099,the steam drive a generator.,4,821
2100,electricity be produce.,5,821
2101,Coal be mix with hot air in a power station.,1,823
2102,Water be send through pipe in the power station.,2,823
2103,the water pipe go through a firebox in the power station.,3,823
2104,the coal be put in the air in the firebox.,4,823
2105,the water heat up so it be very hot.,5,823
2106,the water turn into steam.,6,823
2107,the steam be push out of the pipe into a separate area.,7,823
2108,the steam power turbine.,8,823
2109,magnet in the turbine spin in wire coil.,9,823
2110,electricity be produce.,10,823
2111,Uranium be underground.,1,825
2112,Uranium be dug up.,2,825
2113,Uranium be bring to nuclear power plant.,3,825
2114,uranium atom be split into two smaller atom.,4,825
2115,heat energy be release from the uranium.,5,825
2116,the heat energy turn water into steam in a nuclear reactor.,6,825
2117,the steam turn big turbine.,7,825
2118,the turbine drive generator.,8,825
2119,the generator make electricity.,9,825
2120,the steam turn back into water.,10,825
2121,a nuclear reactor generate heat by nuclear fission.,1,826
2122,the heat create raise steam.,2,826
2123,the steam run through turbine.,3,826
2124,the turbine generate electricity.,4,826
2125,the electricity leave the station.,5,826
2126,a fuel be heat in a oven.,1,828
2127,above the oven be a tank of water that be seal.,2,828
2128,the tank of water begin to boil above the oven.,3,828
2129,a the water boil steam be create.,4,828
2130,the steam be denser than air so it need a place to go.,5,828
2131,the steam be force out of the tank and into a piston.,6,828
2132,the piston move up.,7,828
2133,the valve of the piston close.,8,828
2134,the valve on the next piston open.,9,828
2135,"the steam fill the next piston, drive it up, and the other one down.",10,828
2136,"the flu virus have receptor, which be like viral velcro, on the surface of the virus particle.",1,830
2137,"the receptor will lock onto a target cell use these chemical receptor on the surface, which dock onto the cell surface.",2,830
2138,the receptor then go into the cell.,3,830
2139,the receptor use it like a factory.,4,830
2140,the receptor take it over and make it produce thousand or in some case million of copy of new virus.,5,830
2141,the copy come stream out of the cell.,6,830
2142,"the copy infect other cell to make more virus, or they escape from the body and infect a new victim.",7,830
2143,a virus enter a host body.,1,834
2144,the virus have receptor that lock onto a target cell.,2,834
2145,the virus enter the cell.,3,834
2146,the virus use the cell like a factory to make new copy of the virus.,4,834
2147,the new copy of the virus leave the cell.,5,834
2148,infect other cell.,6,834
2149,the host get sick a it cell be damage.,7,834
2150,electromagnet create magnetic field with electricity.,1,842
2151,conductive copper wire be wrap around a piece of metal.,2,842
2152,a electric current get introduce from power source.,3,842
2153,flow through the wire.,4,842
2154,magnetic field get create in the wire.,5,842
2155,and the metal get magnetize.,6,842
2156,when turn off it be no longer magnetic.,7,842
2157,"a conduct metal, like copper, be wrap around a piece of metal.",1,844
2158,"a electrical source, like a battery, produce a electrical current.",2,844
2159,the electrical current flow through the wire.,3,844
2160,"the electrical current create a magnetic field around the wire, magnetize the metal.",4,844
2161,the magnetic field can be turn on and off by start or stop the electricity source.,5,844
2162,Blood deliver oxygen in the body.,1,846
2163,protein and acid be break down in the liver.,2,846
2164,the liver release waste in the form of urea.,3,846
2165,the blood carry the urea and carbon dioxide to the kidney.,4,846
2166,the kidney strain the urea and salt need from the blood.,5,846
2167,the carbon dioxide by product be transport back to the lung.,6,846
2168,carbon dioxide be exhale by the lung.,7,846
2169,a machine call a pulverizer grind the coal into a fine powder.,1,852
2170,"the coal powder mix with hot air, which help the coal burn more efficiently, and the mixture move to the furnace.",2,852
2171,"the burn coal heat water in a boiler, create steam.",3,852
2172,"steam release from the boiler power a engine call a turbine, transform heat energy from burn coal into mechanical energy that spin the turbine engine.",4,852
2173,"the spinning turbine be use to power a generator, a machine that turn mechanical energy into electric energy.",5,852
2174,this happen when magnet inside a copper coil in the generator spin.,6,852
2175,"a condenser cool the steam move through the turbine. a the steam be condense, it turn back into water.",7,852
2176,"the water return to the boiler, and the cycle begin again.",8,852
2177,a mold spore float through the air.,1,867
2178,the spore land on a piece of bread.,2,867
2179,the spore grow hypha into the bread.,3,867
2180,the mold form a colony.,4,867
2181,sporangiophore grow upward.,5,867
2182,the mold send out spore.,6,867
2183,a rig drill into the earth where oil be present.,1,872
2184,a pipe be place in the hole.,2,872
2185,a pump be add to the pipe.,3,872
2186,oil be pump out.,4,872
2187,oil be place in barrel.,5,872
2188,barrel be load on truck.,6,872
2189,truck go to a refinery.,7,872
2190,crude oil be refine to motor oil.,8,872
2191,motor oil be bottle.,9,872
2192,ship to gas station.,10,872
2193,the oil be extract either onshore or offshore by large oil rig.,1,873
2194,crude oil be transport to a refinery.,2,873
2195,the refinery turn the crude oil into gasoline.,3,873
2196,the gasoline be load onto tank truck.,4,873
2197,the tank truck go to gas station all over the place.,5,873
2198,the gasoline be deliver to the gas station.,6,873
2199,the oil need to be pump from the ground.,1,874
2200,after it be pump it then be transport to a factory.,2,874
2201,in the factory the oil be process and turn into fuel.,3,874
2202,once the fuel be refine it be then send to a truck.,4,874
2203,by truck the fuel be send to the gas station.,5,874
2204,Water vapor get into the atmosphere through a process call evaporation.,1,876
2205,"this then turn the water that be at the top of ocean, river and lake into water vapor in the atmosphere use energy from the sun.",2,876
2206,the water vapor rise in the atmosphere and there it cool down.,3,876
2207,Water vapor rise in the atmosphere and there it cool down and form tiny water droplet through something call condensation.,4,876
2208,these then turn into cloud.,5,876
2209,"when they all combine together, they grow bigger and be too heavy to stay up there in the air.",6,876
2210,"this be when they will fall to the ground a rain, or maybe snow or hail by gravity.",7,876
2211,warm air from the surface rise into the higher cold air.,1,877
2212,the water vapor in the air be condense.,2,877
2213,the condense water and dust form a cloud.,3,877
2214,wind in the cloud bounce the water droplet around.,4,877
2215,the bouncing droplet join together.,5,877
2216,the bigger droplet get heavy.,6,877
2217,the heavy droplet fall.,7,877
2218,"a they fall, they join with more moisture in the air.",8,877
2219,the droplet get larger.,9,877
2220,Rain fall.,10,877
2221,warm water rise off the sea.,1,879
2222,the water condense a it cool and get higher in the air.,2,879
2223,then the condensation form into cloud.,3,879
2224,the cloud travel over area on land.,4,879
2225,the cloud reach a saturation point.,5,879
2226,the water fall from the cloud.,6,879
2227,Water evaporate and become gaseous.,1,880
2228,the vapor go into the air.,2,880
2229,and the rain become cloud in the atmosphere.,3,880
2230,the cloud become too heavy and it start to fall.,4,880
2231,it become rain.,5,880
2232,item that can be reuse be place into recycling container.,1,882
2233,recycling truck pick up the item that be able to be reuse.,2,882
2234,the recyclable item travel to a recycling plant.,3,882
2235,the item be sort by what they be make of.,4,882
2236,the item be break down into small part.,5,882
2237,the small part be melt to make new raw part.,6,882
2238,the raw part be sell to manufacture to make new item.,7,882
2239,Water in the cloud become very cold.,1,892
2240,the cold water form ice crystal.,2,892
2241,the ice crystal grow by absorb surround water droplet.,3,892
2242,form snowflake.,4,892
2243,the snowflake fall to the ground.,5,892
2244,Blood sugar level increase after a meal.,1,893
2245,cell in the pancrea release insulin.,2,893
2246,insulin cause the body to absorb glucose from the blood.,3,893
2247,Blood sugar go back to normal.,4,893
2248,Blood sugar be too low.,5,893
2249,the amount of insulin go down.,6,893
2250,cell in the pancrea release glucagon.,7,893
2251,the liver turn store glycogen into glucose.,8,893
2252,the liver release the glucose into the blood.,9,893
2253,Blood sugar go back to normal.,10,893
2254,the blood sugar drop in a body.,1,894
2255,cell in the pancrease release glucagon.,2,894
2256,the liver in response turn the glucagon into glucose.,3,894
2257,and release it into the blood.,4,894
2258,the blood sugar level be restore.,5,894
2259,oxygen - deplete blood enter the heart on the right atrium.,1,896
2260,the atrium contract.,2,896
2261,Blood flow from you right atrium into you right ventricle through the open tricuspid valve.,3,896
2262,"when the ventricle be full, the tricuspid valve shut.",4,896
2263,the ventricle contract.,5,896
2264,"Blood leave the heart through the pulmonic valve, into the pulmonary artery and to the lung.",6,896
2265,the lung oxygenate the blood.,7,896
2266,the oxygenated blood go into the left atrium.,8,896
2267,the left atrium send the blood throughout the body.,9,896
2268,the outer ear collect sound wafe.,1,900
2269,the sound wafe travel from the outer ear to the middle ear.,2,900
2270,the eardrum change the sound wafe into vibration.,3,900
2271,"the hammer, anvil, and stirrup bone vibrate.",4,900
2272,the sound move to the inner ear.,5,900
2273,the sound enter the liquid - fill cochlea.,6,900
2274,the cochlea vibrate.,7,900
2275,small hair in the cochlea move.,8,900
2276,nerve signal be create.,9,900
2277,the brain understand the nerve signal a sound.,10,900
2278,sound enter the ear of a person.,1,901
2279,the sound hit a drum that be inside the ear.,2,901
2280,the drum inside the ear convert the sound to electrical impulse.,3,901
2281,the electrical impulse be send to the brain.,4,901
2282,the brain can decode the impulse into sound.,5,901
2283,visible light enter through the lens.,1,903
2284,the light enter into the retina.,2,903
2285,the light be absorb by photoreceptor cell.,3,903
2286,which be turn into chemical energy.,4,903
2287,the result information be interpret by the brain a a image.,5,903
2288,the cornea and lens refract light into a small image.,1,904
2289,shine it on the retina.,2,904
2290,the retina 's rod and cone convert it to electrical pulse.,3,904
2291,the optic nerve carry electrical pulse through the optic canal.,4,904
2292,nerve fiber end in the lateral geniculate nucleu and the visual cortex.,5,904
2293,"the saliva break down the chemical in the food a bit, which help make the food mushy and easy to swallow.",1,905
2294,"you tongue help out, push the food around while you chew with you tooth.",2,905
2295,the esophagus move food from the back of you throat to you stomach.,3,905
2296,strong muscle in the wall of the stomach and gastric juice break down food in you stomach.,4,905
2297,you stomach move the food into the intestine to complete digestion.,5,905
2298,"when water freeze it become 10 % bigger, or take up 10 % more space.",1,908
2299,"a water expand it put great pressure on the wall of anything contain it, include any rock which happen to be surround it.",2,908
2300,"the force of the pressure exert on the rock surround it be enough to wedge the wall of the crack farther apart, thus expand and deepen the crack.",3,908
2301,clay expend when wet like ice do.,4,908
2302,this cause rock to break apart.,5,908
2303,some plant like moss and lichen be capable of grow without soil on bare rock.,6,908
2304,when they do this they root penetrate pore and crevice and cause rock to split apart a the root force they way down through the rock.,7,908
2305,sediment transport be the movement of solid particle ( sediment ).,1,915
2306,"the movement be due to a combination of gravity act on the sediment, and / or the movement of the fluid in which the sediment be entrain.",2,915
2307,"sediment transport occur in natural system where the particle be clastic rock ( sand, gravel, boulder, etc. ), mud, or clay.",3,915
2308,"the fluid be air, water, or ice.",4,915
2309,and the force of gravity act to move the particle along the sloping surface on which they be rest.,5,915
