line_id,paragraphID,sentence ID,topic,prompt,sentence
238,653,2,tree,Describe the life cycle of a tree,It becomes a seedling.
238,653,3,tree,Describe the life cycle of a tree,It grows into a tree.
238,653,4,tree,Describe the life cycle of a tree,The tree grows flowers.
238,653,5,tree,Describe the life cycle of a tree,The flowers become fruit.
238,653,6,tree,Describe the life cycle of a tree,The fruits contain seeds for new trees.
239,654,1,tree,Describe the life cycle of a tree,A seedling is grown in the ground.
239,654,2,tree,Describe the life cycle of a tree,"The seedling grows bigger, and forms its root system."
239,654,3,tree,Describe the life cycle of a tree,The roots start to gain more nourishment as the tree grows.
239,654,4,tree,Describe the life cycle of a tree,The tree starts to attract animals and plants that will grant it more nourishment.
239,654,5,tree,Describe the life cycle of a tree,The tree matures.
239,654,6,tree,Describe the life cycle of a tree,"After a number of years the tree will grow old and die, becoming material for new growth."
240,656,1,butterfly,Describe the lifecycle of a butterfly,A larva is born.
240,656,2,butterfly,Describe the lifecycle of a butterfly,The caterpillar eats constantly until it grows bigger.
240,656,3,butterfly,Describe the lifecycle of a butterfly,The caterpillar starts to form a cocoon around itself.
240,656,4,butterfly,Describe the lifecycle of a butterfly,The caterpillar becomes a pupa.
240,656,5,butterfly,Describe the lifecycle of a butterfly,After some time the cocoon hatches.
240,656,6,butterfly,Describe the lifecycle of a butterfly,And a butterfly is born.
241,658,1,butterfly,Describe the lifecycle of a butterfly,The butterfly starts as an egg.
241,658,2,butterfly,Describe the lifecycle of a butterfly,"The egg hatches to form a larva, also called a caterpillar."
241,658,3,butterfly,Describe the lifecycle of a butterfly,The carterpillar molts (loses its skin) many times as it grows.
241,658,4,butterfly,Describe the lifecycle of a butterfly,"The caterpillar then forms itself into a pupa, or chrysalis."
241,658,5,butterfly,Describe the lifecycle of a butterfly,"The caterpillar in the chrysalis begins change, a process called mmetaphorphosis."
241,658,6,butterfly,Describe the lifecycle of a butterfly,The caterpillar completes its metamorphosis and has turned into a butterfly.
241,658,7,butterfly,Describe the lifecycle of a butterfly,The adult butterfly emerges out of the chrysalis and flys away!.
242,659,1,nitrogen cycle,Describe the nitrogen cycle,Bacteria changes nitrogen into ammonium through fixation.
242,659,2,nitrogen cycle,Describe the nitrogen cycle,The nitrification process is where ammonium gets changed into nitrates by bacteria.
242,659,3,nitrogen cycle,Describe the nitrogen cycle,Plants absorb the nitrates from soil into their roots through assimilation.
242,659,4,nitrogen cycle,Describe the nitrogen cycle,"When plants die, fungi and bacteria turn nitrogen back into ammonium through ammonification."
242,659,5,nitrogen cycle,Describe the nitrogen cycle,The denitrification process pushes extra nitrogen from soil into the air.
242,659,6,nitrogen cycle,Describe the nitrogen cycle,The cycle repeats from step 1.
243,660,1,nitrogen cycle,Describe the nitrogen cycle,Nitrogen-fixing bacteria convert atmospheric nitrogen to organic nitrogen.
243,660,2,nitrogen cycle,Describe the nitrogen cycle,Plants absorb organic nitrogen from the soil through their roots.
243,660,3,nitrogen cycle,Describe the nitrogen cycle,Animals eat the plants.
243,660,4,nitrogen cycle,Describe the nitrogen cycle,Plants and animals die.
243,660,5,nitrogen cycle,Describe the nitrogen cycle,Animals expel wastes.
243,660,6,nitrogen cycle,Describe the nitrogen cycle,Fungi convert organic nitrogen to ammonium.
243,660,7,nitrogen cycle,Describe the nitrogen cycle,Nitrifying bacteria convert ammonium to nitrate.
243,660,8,nitrogen cycle,Describe the nitrogen cycle,Bacteria convert nitrate to nitrogen gas.
243,660,9,nitrogen cycle,Describe the nitrogen cycle,Nitrogen gas escapes from soil into the atmosphere.
244,661,1,nitrogen cycle,Describe the nitrogen cycle,Fixation is the first step in the process of making nitrogen usable by plants. Here bacteria change nitrogen into ammonium.
244,661,2,nitrogen cycle,Describe the nitrogen cycle,Nitrification is the process by which ammonium gets changed into nitrates by bacteria.
244,661,3,nitrogen cycle,Describe the nitrogen cycle,Nitrates are what the plants can then absorb.
244,661,4,nitrogen cycle,Describe the nitrogen cycle,Assimilation is how plants get nitrogen.
244,661,5,nitrogen cycle,Describe the nitrogen cycle,"They absorb nitrates from the soil into their roots. Then the nitrogen gets used in amino acids, nucleic acids, and chlorophyll."
244,661,6,nitrogen cycle,Describe the nitrogen cycle,Ammonification is part of the decaying process.
244,661,7,nitrogen cycle,Describe the nitrogen cycle,"When a plant or animal dies, decomposers like fungi and bacteria turn the nitrogen back into ammonium so it can reenter the nitrogen cycle."
244,661,8,nitrogen cycle,Describe the nitrogen cycle,Denitrification is when extra nitrogen in the soil gets put back out into the air.
244,661,9,nitrogen cycle,Describe the nitrogen cycle,There are special bacteria that perform this task as well.
245,665,1,desalination,Describe the process of desalination,Boil salt water.
245,665,2,desalination,Describe the process of desalination,The water will turn into water vapor.
245,665,3,desalination,Describe the process of desalination,Collect the water vapor.
245,665,4,desalination,Describe the process of desalination,Allow the water vapor to cool.
245,665,5,desalination,Describe the process of desalination,The water vapor will turn into liquid water.
245,665,6,desalination,Describe the process of desalination,The salt will be separated from the water.
246,666,1,desalination,Describe the process of desalination,Water is heated.
246,666,2,desalination,Describe the process of desalination,The heated water evaporates.
246,666,3,desalination,Describe the process of desalination,The salt is left behind.
246,666,4,desalination,Describe the process of desalination,The evaporated water condenses on a cold surface.
246,666,5,desalination,Describe the process of desalination,The evaporated water is collected.
246,666,6,desalination,Describe the process of desalination,The process is repeated.
246,666,7,desalination,Describe the process of desalination,More salt is removed from the water.
247,667,1,desalination,Describe the process of desalination,Solution caves are formed in limestone and similar rocks by the action of water.
247,667,2,desalination,Describe the process of desalination,"After a rain, water seeps into cracks and pores of soil and rock."
247,667,3,desalination,Describe the process of desalination,The water percolates beneath the land surface.
247,667,4,desalination,Describe the process of desalination,Some of the water reaches a zone where all the cracks and pores in the rock are already filled with water.
247,667,5,desalination,Describe the process of desalination,Rainwater absorbs some carbon dioxide as it passes through the atmosphere and even more as it drains through soil and decaying vegetation.
247,667,6,desalination,Describe the process of desalination,The water combines chemically with the carbon dioxide.
247,667,7,desalination,Describe the process of desalination,A weak carbonic acid solution is formed.
247,667,8,desalination,Describe the process of desalination,"This acid slowly dissolves calcite, forms solution cavities, and excavates passageways."
248,671,1,evaporation,Describe the process of evaporation,A liquid is heated from an external source.
248,671,2,evaporation,Describe the process of evaporation,The heat causes the molecules in the liquid to increase in energy.
248,671,3,evaporation,Describe the process of evaporation,"As the molecules absorb more energy, they start to move faster."
248,671,4,evaporation,Describe the process of evaporation,As the molecules are moving faster they are increasing in temperature.
248,671,5,evaporation,Describe the process of evaporation,"When the molecules reach a certain temperature, the boiling point, they change from liquid to gas state."
248,671,6,evaporation,Describe the process of evaporation,"As the liquid molecules go into a gaseous state, they float out into the atmosphere."
248,671,7,evaporation,Describe the process of evaporation,"When all the liquid has turned to gas, it has evaporated completely, leaving no liquid behind."
249,674,1,fossilization,Describe the process of fossilization,An organism dies.
249,674,2,fossilization,Describe the process of fossilization,Water seeps into the remains.
249,674,3,fossilization,Describe the process of fossilization,Minerals dissolved in the water form crystals.
249,674,4,fossilization,Describe the process of fossilization,Crystalized minerals cause the remains to harden.
249,674,5,fossilization,Describe the process of fossilization,The minerals form a fossil.
250,675,1,fossilization,Describe the process of fossilization,Animals and plants die in soft soil or mud.
250,675,2,fossilization,Describe the process of fossilization,Sediment builds up over the remains.
250,675,3,fossilization,Describe the process of fossilization,"The remains decompose, leaving only trace amounts."
250,675,4,fossilization,Describe the process of fossilization,The remaining parts over the years are replaced with mineral.
250,675,5,fossilization,Describe the process of fossilization,A fossil is formed.
251,676,1,fossilization,Describe the process of fossilization,A plant dies.
251,676,2,fossilization,Describe the process of fossilization,The remains of the plant are buried very fast in sediment.
251,676,3,fossilization,Describe the process of fossilization,The soft parts of the plant decay.
251,676,4,fossilization,Describe the process of fossilization,The hard parts of the plant are replaced with minerals.
251,676,5,fossilization,Describe the process of fossilization,The sediment turns into rock.
251,676,6,fossilization,Describe the process of fossilization,The rock erodes.
251,676,7,fossilization,Describe the process of fossilization,The fossil appears on the surface of the ground.
252,681,1,hibernation,Describe the process of hibernation,The animal eats large quantities of food that will be stored as fat.
252,681,2,hibernation,Describe the process of hibernation,Winter comes and the animal finds a place to hibernate.
252,681,3,hibernation,Describe the process of hibernation,"Over a period of days, the animal's heart rate and breathing rate drop slowly."
252,681,4,hibernation,Describe the process of hibernation,"Electrical activity in the brain almost ceases completely, though some areas remain active."
252,681,5,hibernation,Describe the process of hibernation,The animal has entered hibernation mode.
253,683,1,perspiration,Describe the process of perspiration,The body's temperature increases over 98.6 degrees F.
253,683,2,perspiration,Describe the process of perspiration,The hypothalamus in the brain sends a message to the body.
253,683,3,perspiration,Describe the process of perspiration,Sweat glands in the skin receive the message.
253,683,4,perspiration,Describe the process of perspiration,The sweat glands start combining water and chemicals to make sweat.
253,683,5,perspiration,Describe the process of perspiration,The sweat leaves the skin through pores.
254,686,1,photosynthesis,Describe the process of photosynthesis,Carbon dioxide passes through stomata in the leaves.
254,686,2,photosynthesis,Describe the process of photosynthesis,Water is absorbed through roots.
254,686,3,photosynthesis,Describe the process of photosynthesis,Chloroplast cells in leaves contain chlorophyll.
254,686,4,photosynthesis,Describe the process of photosynthesis,Chlorophyll absorbs energy from sunlight.
254,686,5,photosynthesis,Describe the process of photosynthesis,Energy splits water molecules into hydrogen and oxygen.
254,686,6,photosynthesis,Describe the process of photosynthesis,Oxygen gets released into atmosphere.
254,686,7,photosynthesis,Describe the process of photosynthesis,Hydrogen and carbon dioxide used to create glucose.
254,686,8,photosynthesis,Describe the process of photosynthesis,Glucose is food for plants.
255,687,1,photosynthesis,Describe the process of photosynthesis,Carbon dioxide from the air passes through small pores (holes) in the leaves. These pores are called stomata.
255,687,2,photosynthesis,Describe the process of photosynthesis,Water is absorbed by the roots and passes through vessels in the stem on its way to the leaves.
255,687,3,photosynthesis,Describe the process of photosynthesis,Chlorophyll absorbs the sun's energy.
255,687,4,photosynthesis,Describe the process of photosynthesis,It is this energy that is used to split water molecules into hydrogen and oxygen.
255,687,5,photosynthesis,Describe the process of photosynthesis,Oxygen is released from the leaves into the atmosphere.
255,687,6,photosynthesis,Describe the process of photosynthesis,Hydrogen and carbon dioxide are used to form glucose or food for plants.
256,689,1,plant crops,Describe the process of planting crops.,Seeds are sown into the ground.
256,689,2,plant crops,Describe the process of planting crops.,The earth where the seeds are planted is given water and fertilizer.
256,689,3,plant crops,Describe the process of planting crops.,The seeds start to grow and become seedlings.
256,689,4,plant crops,Describe the process of planting crops.,The plants are given water.
256,689,5,plant crops,Describe the process of planting crops.,The seedlings grow into plants.
256,689,6,plant crops,Describe the process of planting crops.,Weeds growing near the plants are removed.
256,689,7,plant crops,Describe the process of planting crops.,The plants grow to maturity.
257,690,1,plant crops,Describe the process of planting crops.,The farmer chooses a crop that will grow well in his region.
257,690,2,plant crops,Describe the process of planting crops.,The farmer tills the soil to loosen it.
257,690,3,plant crops,Describe the process of planting crops.,The farmer spreads seeds.
257,690,4,plant crops,Describe the process of planting crops.,The farmer tills again to plant the seeds.
257,690,5,plant crops,Describe the process of planting crops.,Crops grow.
258,693,1,pollution,Describe the process of pollution causing bad effects on the enviroinment.,One type of air pollution is the addition of carbon dioxide gas into the air.
258,693,2,pollution,Describe the process of pollution causing bad effects on the enviroinment.,Some scientists believe that releasing too much carbon dioxide into the atmosphere is one of the causes of global warming.
258,693,3,pollution,Describe the process of pollution causing bad effects on the enviroinment.,This upsets the balance of the carbon cycle.
258,693,4,pollution,Describe the process of pollution causing bad effects on the enviroinment.,The ozone layer helps protect us from harmful rays from the sun.
258,693,5,pollution,Describe the process of pollution causing bad effects on the enviroinment.,It is getting damaged from air pollution such as methane gas from livestock and CFCs from spray cans.
258,693,6,pollution,Describe the process of pollution causing bad effects on the enviroinment.,Acid rain is created when gasses such as sulfur dioxide get high into the atmosphere.
258,693,7,pollution,Describe the process of pollution causing bad effects on the enviroinment.,The wind can blow these gasses for miles and then they get washed out of the air when it rains.
258,693,8,pollution,Describe the process of pollution causing bad effects on the enviroinment.,This rain is called acid rain and can damage forests and kill fish.
259,695,1,precipitation,Describe the process of precipitation,During evaporation the sun heats up water in rivers or lakes or the ocean and turns it into vapor or steam.
259,695,2,precipitation,Describe the process of precipitation,"The water vapor or steam leaves the river, lake or ocean and goes into the air."
259,695,3,precipitation,Describe the process of precipitation,"Water vapor in the air gets cold and changes back into liquid, forming clouds, which is called condensation."
259,695,4,precipitation,Describe the process of precipitation,Precipitation occurs when so much water has condensed that the air cannot hold it anymore.
259,695,5,precipitation,Describe the process of precipitation,"Water falls back to the earth in the form of rain, hail, sleet or snow."
259,695,6,precipitation,Describe the process of precipitation,"When water ends up on land, it will either soak into the earth and become part of the ""ground water"" for animals or plants to drink."
259,695,7,precipitation,Describe the process of precipitation,"It may also run into the oceans, lakes, or rivers where the cycle starts again."
260,696,1,precipitation,Describe the process of precipitation,Air contains invisible moisture called water vapor.
260,696,2,precipitation,Describe the process of precipitation,Excess water vapor is condensed out as water in the form of water droplets.
260,696,3,precipitation,Describe the process of precipitation,Water droplets are carried up into the clouds.
260,696,4,precipitation,Describe the process of precipitation,The clouds become heavy with water droplets.
260,696,5,precipitation,Describe the process of precipitation,When the cloud is saturated.
260,696,6,precipitation,Describe the process of precipitation,Rain will fall.
261,697,1,precipitation,Describe the process of precipitation,Water beings to evaporate from bodies of water.
261,697,2,precipitation,Describe the process of precipitation,The water condenses into clouds.
261,697,3,precipitation,Describe the process of precipitation,The clouds travel and accumulate more water.
261,697,4,precipitation,Describe the process of precipitation,The clouds reach a point where they cannot hold any more water.
261,697,5,precipitation,Describe the process of precipitation,It begins to rain on areas below the clouds.
262,698,1,recycling,Describe the process of recycling an aluminum can,A can is thrown away into a recycling bin.
262,698,2,recycling,Describe the process of recycling an aluminum can,The can is taken to a recycling center.
262,698,3,recycling,Describe the process of recycling an aluminum can,Melted down along with other cans.
262,698,4,recycling,Describe the process of recycling an aluminum can,The melted metal is turned into bars.
262,698,5,recycling,Describe the process of recycling an aluminum can,Becomes material for other products.
263,699,1,recycling,Describe the process of recycling an aluminum can,The consumer throws aluminum cans and foil into a recycle bin.
263,699,2,recycling,Describe the process of recycling an aluminum can,The aluminum is collected.
263,699,3,recycling,Describe the process of recycling an aluminum can,Taken to a treatment plant.
263,699,4,recycling,Describe the process of recycling an aluminum can,The aluminum is sorted and cleaned ready for reprocessing.
263,699,5,recycling,Describe the process of recycling an aluminum can,The aluminum is re-melted.
263,699,6,recycling,Describe the process of recycling an aluminum can,Turned into molten aluminum.
263,699,7,recycling,Describe the process of recycling an aluminum can,The aluminum is made into large blocks called ingots.
263,699,8,recycling,Describe the process of recycling an aluminum can,The ingots are sent to mills to be rolled out.
263,699,9,recycling,Describe the process of recycling an aluminum can,The rolled out product is made into new aluminum products.
264,701,1,the greenhouse effect,Describe the process of the greenhouse effect,The sun gives off radiation.
264,701,2,the greenhouse effect,Describe the process of the greenhouse effect,The radiation is aborbed by the Earth.
264,701,3,the greenhouse effect,Describe the process of the greenhouse effect,Some of the radiation goes back into space.
264,701,4,the greenhouse effect,Describe the process of the greenhouse effect,Some is trapped by the atmosphere.
264,701,5,the greenhouse effect,Describe the process of the greenhouse effect,If too much heat is trapped.
264,701,6,the greenhouse effect,Describe the process of the greenhouse effect,Global warming occurs.
265,702,1,the greenhouse effect,Describe the process of the greenhouse effect,Several types of gases form in the atmosphere.
265,702,2,the greenhouse effect,Describe the process of the greenhouse effect,May come from different sources.
265,702,3,the greenhouse effect,Describe the process of the greenhouse effect,The gases remain trapped in the atmosphere.
265,702,4,the greenhouse effect,Describe the process of the greenhouse effect,Through the suns light the gases hold in heat and energy.
265,702,5,the greenhouse effect,Describe the process of the greenhouse effect,Trap them in our atmosphere.
265,702,6,the greenhouse effect,Describe the process of the greenhouse effect,The earth may become warmer this way.
266,703,1,the greenhouse effect,Describe the process of the greenhouse effect,Greenhouse gases are released into the air by human activities.
266,703,2,the greenhouse effect,Describe the process of the greenhouse effect,The earth changes energy from the sun into heat.
266,703,3,the greenhouse effect,Describe the process of the greenhouse effect,Heat rises from the ground.
266,703,4,the greenhouse effect,Describe the process of the greenhouse effect,Greenhouse gas molecules in the atmosphere prevent the heat from going into space.
266,703,5,the greenhouse effect,Describe the process of the greenhouse effect,The temperature of the earth increases.
266,703,6,the greenhouse effect,Describe the process of the greenhouse effect,The temperature continues to rise and melts the polar ice caps.
266,703,7,the greenhouse effect,Describe the process of the greenhouse effect,The temperature rises even faster.
267,704,1,writing and posting a letter,Describe the process of writing and posting a letter,You take some paper.
267,704,2,writing and posting a letter,Describe the process of writing and posting a letter,The writing tools.
267,704,3,writing and posting a letter,Describe the process of writing and posting a letter,You write a message describing what's on your mind.
267,704,4,writing and posting a letter,Describe the process of writing and posting a letter,You put the letter into an envelope.
267,704,5,writing and posting a letter,Describe the process of writing and posting a letter,You take the letter to the post office.
267,704,6,writing and posting a letter,Describe the process of writing and posting a letter,Send it to its recipient.
268,705,1,writing and posting a letter,Describe the process of writing and posting a letter,You find a pen.
268,705,2,writing and posting a letter,Describe the process of writing and posting a letter,You get a piece of paper.
268,705,3,writing and posting a letter,Describe the process of writing and posting a letter,You write your letter.
268,705,4,writing and posting a letter,Describe the process of writing and posting a letter,You put it in an envelope.
268,705,5,writing and posting a letter,Describe the process of writing and posting a letter,You put the address on the front.
268,705,6,writing and posting a letter,Describe the process of writing and posting a letter,You put a stamp on the front.
268,705,7,writing and posting a letter,Describe the process of writing and posting a letter,You take it to the post office.
269,706,1,writing and posting a letter,Describe the process of writing and posting a letter,You gather a writing utensil and a piece of paper.
269,706,2,writing and posting a letter,Describe the process of writing and posting a letter,You use the writing utensil to compose your letter on the paper.
269,706,3,writing and posting a letter,Describe the process of writing and posting a letter,You fold the paper.
269,706,4,writing and posting a letter,Describe the process of writing and posting a letter,Place it into an envelope.
269,706,5,writing and posting a letter,Describe the process of writing and posting a letter,You write the address of the recipient on the outside of the envelope.
269,706,6,writing and posting a letter,Describe the process of writing and posting a letter,You seal the envelope with moisture or tape.
269,706,7,writing and posting a letter,Describe the process of writing and posting a letter,You apply a stamp to the outside of the envelope.
269,706,8,writing and posting a letter,Describe the process of writing and posting a letter,You put the envelope in a mailbox for a letter carrier to collect.
269,706,9,writing and posting a letter,Describe the process of writing and posting a letter,The letter carrier takes the envelope to the correct address.
270,708,1,rock cycle,Describe the rock cycle,Rocks are constantly worn down and broken by erosion.
270,708,2,rock cycle,Describe the rock cycle,Erosion can be wind or water.
270,708,3,rock cycle,Describe the rock cycle,Erosion breaks them down to sediment.
270,708,4,rock cycle,Describe the rock cycle,Sediment gets compressed and heated or gets buried.
270,708,5,rock cycle,Describe the rock cycle,When sediment is buried it then gets melted.
270,708,6,rock cycle,Describe the rock cycle,When sediment is compressed it becomes metamorphic rock.
270,708,7,rock cycle,Describe the rock cycle,Metamorphic rock gets buried.
270,708,8,rock cycle,Describe the rock cycle,Buried metamorphic rock gets melted.
270,708,9,rock cycle,Describe the rock cycle,Melted rock eventually cools.
270,708,10,rock cycle,Describe the rock cycle,Rock pushed back to the surface.
271,716,1,kidney,Describe what kidneys do,Blood filled with waste flows into the kidneys.
271,716,2,kidney,Describe what kidneys do,The kidneys are made up of filtering units called nephrons.
271,716,3,kidney,Describe what kidneys do,The nephrons in the kidneys filter the blood.
271,716,4,kidney,Describe what kidneys do,Produce urine.
271,716,5,kidney,Describe what kidneys do,The urine leaves the kidneys.
271,716,6,kidney,Describe what kidneys do,The cleaned blood goes back into the body.
272,720,1,cloud,How are clouds formed?,Sunlight enters the atmosphere.
272,720,2,cloud,How are clouds formed?,The light reaches the oceans.
272,720,3,cloud,How are clouds formed?,The oceans are warmed.
272,720,4,cloud,How are clouds formed?,Water evaporates.
272,720,5,cloud,How are clouds formed?,Water vapor accumulates in the air.
272,720,6,cloud,How are clouds formed?,"As it cools, water condenses onto particles of dust in the air."
272,720,7,cloud,How are clouds formed?,"As enough water condenses, clouds are formed."
273,721,1,cloud,How are clouds formed?,Water vapor is in warm air.
273,721,2,cloud,How are clouds formed?,The warm air cools.
273,721,3,cloud,How are clouds formed?,The warm air expands.
273,721,4,cloud,How are clouds formed?,The water vapor in the air condenses.
273,721,5,cloud,How are clouds formed?,The water vapor forms water droplets or ice crystals.
274,725,1,fossil,How are fossils formed?,Most fossils are formed when a plant or animal dies in a watery environment and is buried in mud and silt.
274,725,2,fossil,How are fossils formed?,Soft tissues quickly decompose leaving the hard bones or shells behind.
274,725,3,fossil,How are fossils formed?,Over time sediment builds over the top and hardens into rock.
274,725,4,fossil,How are fossils formed?,"As the encased bones decay, minerals seep in replacing the organic material cell by cell in a process called ""petrification.""."
274,725,5,fossil,How are fossils formed?,Alternatively the bones may completely decay leaving a cast of the organism.
274,725,6,fossil,How are fossils formed?,He void left behind may then fill with minerals making a stone replica of the organism.
275,726,1,fossil,How are fossils formed?,An animal lives a happy life.
275,726,2,fossil,How are fossils formed?,The animal gets very old.
275,726,3,fossil,How are fossils formed?,The animal dies.
275,726,4,fossil,How are fossils formed?,The animal's skeleton sinks to the bottom of an ocean.
275,726,5,fossil,How are fossils formed?,The skeleton is buried by mud.
275,726,6,fossil,How are fossils formed?,More sand and mud fall on the skeleton.
275,726,7,fossil,How are fossils formed?,Pressure increases on the skeleton from the weight of more mud.
275,726,8,fossil,How are fossils formed?,The sand and mud turn into rock.
275,726,9,fossil,How are fossils formed?,The skeleton dissolves in the water.
275,726,10,fossil,How are fossils formed?,A hole is preserved in rock that is the shape of the skeleton.
276,727,1,fossil,How are fossils formed?,An animal dies.
276,727,2,fossil,How are fossils formed?,Is is buried in a watery environment.
276,727,3,fossil,How are fossils formed?,The soft tissues quickly decompose.
276,727,4,fossil,How are fossils formed?,The bones are left behind.
276,727,5,fossil,How are fossils formed?,"Over time, mud and silt accumulate over the bones."
276,727,6,fossil,How are fossils formed?,Mud and silt harden into rock.
276,727,7,fossil,How are fossils formed?,The bones slowly decay.
276,727,8,fossil,How are fossils formed?,Minerals seep in.
276,727,9,fossil,How are fossils formed?,Replace the organic materials.
276,727,10,fossil,How are fossils formed?,You have a fossil.
277,731,1,ravine,How are ravines formed?,A stream or river must occur.
277,731,2,ravine,How are ravines formed?,"Through erosion, the stream cuts into the soil and bedrock."
277,731,3,ravine,How are ravines formed?,"Through continuous erosion, a deep gash is cut through."
277,731,4,ravine,How are ravines formed?,After many years the river may dry up.
277,731,5,ravine,How are ravines formed?,A dry ravine is left.
278,737,1,seed dispersal,How do animals help plants disburse seeds?,Animals may come across vegetation.
278,737,2,seed dispersal,How do animals help plants disburse seeds?,The animal may consume or get seeds stuck in their fur.
278,737,3,seed dispersal,How do animals help plants disburse seeds?,The animal travels some distance someplace else.
278,737,4,seed dispersal,How do animals help plants disburse seeds?,The seeds are dropped or deposited off.
278,737,5,seed dispersal,How do animals help plants disburse seeds?,The seeds have a new place to proliferate and grow.
279,739,1,seed dispersal,How do animals help plants disburse seeds?,An animal walk s by a plant.
279,739,2,seed dispersal,How do animals help plants disburse seeds?,The animal gets seeds stuck in their fur.
279,739,3,seed dispersal,How do animals help plants disburse seeds?,The animal eats some fruit of the tree containing seeds.
279,739,4,seed dispersal,How do animals help plants disburse seeds?,The animal loses seeds from the fur in other locations.
279,739,5,seed dispersal,How do animals help plants disburse seeds?,Then eaten seeds are defecated out in other locations.
280,742,1,echolocation,How do bats use echolocation?,The bat sends out sound waves from their mouth or nose.
280,742,2,echolocation,How do bats use echolocation?,The sound waves hit an object.
280,742,3,echolocation,How do bats use echolocation?,Echoes are produced.
280,742,4,echolocation,How do bats use echolocation?,The echo returns to the bat's ears.
280,742,5,echolocation,How do bats use echolocation?,The bat hears the echo.
280,742,6,echolocation,How do bats use echolocation?,The bat can figure out where the object is located.
281,743,1,pollination,How do bees pollinate plants?,A bee lands on the flower.
281,743,2,pollination,How do bees pollinate plants?,Their feet slip into little grooves that hold pollen sacs.
281,743,3,pollination,How do bees pollinate plants?,"When the bee flies off, it carries off the pollen sac."
281,743,4,pollination,How do bees pollinate plants?,The bee lands on another plant.
281,743,5,pollination,How do bees pollinate plants?,The pollen sac falls off and pollinates the plant.
282,744,1,pollination,How do bees pollinate plants?,Bees land on flowers and eat the nectar of the plants.
282,744,2,pollination,How do bees pollinate plants?,While on the flowers pollen gets on the bee's fur.
282,744,3,pollination,How do bees pollinate plants?,The bee flies to another area with other flowers.
282,744,4,pollination,How do bees pollinate plants?,The pollen is deposited in that area.
282,744,5,pollination,How do bees pollinate plants?,A plant is able to reproduce.
283,745,1,pollination,How do bees pollinate plants?,A bee visits a flower.
283,745,2,pollination,How do bees pollinate plants?,The hairs on the bees legs collect pollen.
283,745,3,pollination,How do bees pollinate plants?,The bee moves on to a different flower.
283,745,4,pollination,How do bees pollinate plants?,Some pollen falls off the bee.
283,745,5,pollination,How do bees pollinate plants?,The flower is pollinated.
284,746,1,cavern,How do caverns form?,Some of the rock in the ground is made of limestone.
284,746,2,cavern,How do caverns form?,Over long periods of time rain can hit the limestone.
284,746,3,cavern,How do caverns form?,And cause a acidic reaction.
284,746,4,cavern,How do caverns form?,The limestone will slowly disintegrate.
284,746,5,cavern,How do caverns form?,A large gap with be where the limestone was.
284,746,6,cavern,How do caverns form?,Result in the cave.
285,747,1,cavern,How do caverns form?,Water from the surface seeps below the soil.
285,747,2,cavern,How do caverns form?,The water comes into contact with the rock below.
285,747,3,cavern,How do caverns form?,The rock over the years carves through the rock.
285,747,4,cavern,How do caverns form?,The space in the rock becomes larger and forms into a cave.
285,747,5,cavern,How do caverns form?,As more rather rushes through the cave becomes a cavern.
286,758,1,electric generator,How do electric generators work?,An engine must be powered by gas or some fuel source.
286,758,2,electric generator,How do electric generators work?,The fuel source will power an alternator.
286,758,3,electric generator,How do electric generators work?,An alternator will convert mechanical energy in to measurable electrical energy.
286,758,4,electric generator,How do electric generators work?,Electrical energy will be channeled and moved.
286,758,5,electric generator,How do electric generators work?,The electrons will run through to the outlets of the generator.
286,758,6,electric generator,How do electric generators work?,"When you plug something in to the outlets of the generator, a flow of current will conduct electrons."
287,769,1,green plants,How do green plants get the energy they need?,Green is a color that gathers sunlight easily.
287,769,2,green plants,How do green plants get the energy they need?,Sunlight is gathered by the leaves of the plant.
287,769,3,green plants,How do green plants get the energy they need?,The sunlight is broken down into glucose through photosynthesis.
287,769,4,green plants,How do green plants get the energy they need?,The glucose travels the plant.
287,769,5,green plants,How do green plants get the energy they need?,The plant uses that glucose as energy to grow.
288,770,1,lung,How do lungs work?,You breathe air in.
288,770,2,lung,How do lungs work?,Air enters bronchial tubes.
288,770,3,lung,How do lungs work?,Air is then split into the bronchioles of each lung.
288,770,4,lung,How do lungs work?,Bronchioles have alveoli which are tiny air sacs.
288,770,5,lung,How do lungs work?,Alveoli is surrounded by many small blood vessels.
288,770,6,lung,How do lungs work?,Oxygen passes through alveoli into blood vessels.
288,770,7,lung,How do lungs work?,Blood leaves the lungs as it travels through the body.
288,770,8,lung,How do lungs work?,Blood carries carbon dioxide back to the lungs.
288,770,9,lung,How do lungs work?,Carbon dioxide released when you exhale.
289,771,1,lung,How do lungs work?,Air is taken into the body via the nose or mouth.
289,771,2,lung,How do lungs work?,The air travels into the windpipe.
289,771,3,lung,How do lungs work?,The windpipe divides the air to the two lungs via the bronchial tubes.
289,771,4,lung,How do lungs work?,The lungs oxygenate the blood in the body.
289,771,5,lung,How do lungs work?,Carbon dioxide is filtered out by every cell in the body.
289,771,6,lung,How do lungs work?,The carbon dioxide is carried back to the lungs via the bloodstream.
289,771,7,lung,How do lungs work?,The carbon dioxide is exhaled.
290,772,1,lung,How do lungs work?,Air is drawn in through the mouth.
290,772,2,lung,How do lungs work?,The air goes down the esophagus.
290,772,3,lung,How do lungs work?,The air moves into the lungs.
290,772,4,lung,How do lungs work?,The carbon dioxide is removed.
